county_fips,tract_fips,year,measure_id,measure_name,data_value,low_ci,high_ci,unit,total_pop
36001,36001001600,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.5,4.1,5.0,%,4290
36005,36005026900,2023,DIABETES,Diagnosed diabetes among adults,16.3,14.6,18.2,%,4126
36005,36005029302,2023,BPHIGH,High blood pressure among adults,32.7,29.9,35.3,%,5248
36005,36005025200,2023,BPHIGH,High blood pressure among adults,29.5,27.2,31.8,%,2682
36005,36005009301,2023,LPA,No leisure-time physical activity among adults,36.4,31.5,41.0,%,5551
36005,36005032300,2023,CSMOKING,Current cigarette smoking among adults,5.8,4.6,7.2,%,5001
36005,36005001600,2023,LPA,No leisure-time physical activity among adults,38.6,34.4,42.9,%,5795
36005,36005015900,2023,LPA,No leisure-time physical activity among adults,44.6,39.4,49.7,%,2481
36005,36005003100,2023,CSMOKING,Current cigarette smoking among adults,13.6,11.3,16.1,%,2964
36005,36005027300,2023,BPHIGH,High blood pressure among adults,32.5,30.1,35.0,%,7939
36001,36001000404,2023,DIABETES,Diagnosed diabetes among adults,0.9,0.8,1.0,%,5194
36005,36005018502,2023,CSMOKING,Current cigarette smoking among adults,20.1,17.3,23.0,%,6442
36005,36005017300,2023,STROKE,Stroke among adults,4.7,4.2,5.1,%,6395
36005,36005030000,2023,COPD,Chronic obstructive pulmonary disease among adults,4.9,4.2,5.7,%,6591
36005,36005036000,2023,CHD,Coronary heart disease among adults,5.9,5.2,6.5,%,3024
36005,36005008900,2023,OBESITY,Obesity among adults,32.2,28.7,35.6,%,3118
36005,36005004001,2023,CHD,Coronary heart disease among adults,5.4,4.8,6.1,%,1739
36005,36005021301,2023,DIABETES,Diagnosed diabetes among adults,20.9,18.7,23.2,%,1264
36005,36005000400,2023,DIABETES,Diagnosed diabetes among adults,10.9,9.5,12.3,%,6272
36005,36005033801,2023,STROKE,Stroke among adults,3.5,3.1,3.9,%,2337
36005,36005035100,2023,BPHIGH,High blood pressure among adults,21.9,20.0,23.9,%,3539
36005,36005022703,2023,CHD,Coronary heart disease among adults,6.4,5.6,7.3,%,1699
36005,36005024700,2023,COPD,Chronic obstructive pulmonary disease among adults,5.6,4.7,6.6,%,1921
36001,36001001100,2023,STROKE,Stroke among adults,4.0,3.6,4.5,%,1826
36005,36005007100,2023,DIABETES,Diagnosed diabetes among adults,13.9,12.4,15.4,%,2789
36005,36005023501,2023,STROKE,Stroke among adults,4.0,3.5,4.4,%,3570
36001,36001014401,2023,LPA,No leisure-time physical activity among adults,21.8,18.6,25.3,%,3985
36005,36005030202,2023,OBESITY,Obesity among adults,32.1,28.5,35.8,%,6063
36005,36005004200,2023,OBESITY,Obesity among adults,34.2,30.6,37.8,%,7201
36005,36005034400,2023,STROKE,Stroke among adults,4.2,3.7,4.7,%,1930
36005,36005018101,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.7,3.3,4.1,%,3299
36005,36005024501,2023,LPA,No leisure-time physical activity among adults,40.7,36.3,45.2,%,5059
36005,36005007600,2023,OBESITY,Obesity among adults,30.8,27.5,34.2,%,5682
36003,36003951302,2023,OBESITY,Obesity among adults,35.9,28.7,43.9,%,2119
36005,36005016100,2023,COPD,Chronic obstructive pulmonary disease among adults,10.5,9.2,11.9,%,5243
36003,36003951100,2023,STROKE,Stroke among adults,4.1,3.7,4.6,%,3772
36005,36005030701,2023,OBESITY,Obesity among adults,20.7,18.0,23.4,%,5799
36005,36005023900,2023,BPHIGH,High blood pressure among adults,31.7,29.3,34.2,%,8213
36005,36005022200,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.8,3.4,4.1,%,3968
36005,36005003300,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.7,3.3,4.1,%,3689
36001,36001001901,2023,BPHIGH,High blood pressure among adults,28.2,25.4,31.3,%,2514
36005,36005019500,2023,BPHIGH,High blood pressure among adults,36.5,33.7,39.1,%,7509
36005,36005005400,2023,CSMOKING,Current cigarette smoking among adults,15.3,13.1,17.8,%,6804
36005,36005022500,2023,DIABETES,Diagnosed diabetes among adults,15.0,13.5,16.6,%,8141
36005,36005022701,2023,LPA,No leisure-time physical activity among adults,44.2,39.3,48.8,%,5669
36005,36005023301,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.1,3.7,4.5,%,4577
36005,36005016000,2023,STROKE,Stroke among adults,3.1,2.7,3.4,%,4003
36005,36005000100,2023,CHD,Coronary heart disease among adults,5.1,4.5,5.8,%,3772
36005,36005014701,2023,BPHIGH,High blood pressure among adults,40.0,37.3,42.6,%,6361
36005,36005025500,2023,COPD,Chronic obstructive pulmonary disease among adults,6.1,5.4,6.9,%,8092
36001,36001002200,2023,CHD,Coronary heart disease among adults,4.2,3.8,4.7,%,2299
36005,36005033700,2023,OBESITY,Obesity among adults,20.9,18.3,23.7,%,3838
36005,36005030100,2023,COPD,Chronic obstructive pulmonary disease among adults,6.1,4.7,8.0,%,1627
36005,36005025400,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.0,6.4,7.7,%,2163
36005,36005018502,2023,LPA,No leisure-time physical activity among adults,46.2,41.8,50.5,%,6442
36005,36005021900,2023,COPD,Chronic obstructive pulmonary disease among adults,4.4,3.7,5.2,%,1176
36001,36001013803,2023,BPHIGH,High blood pressure among adults,35.0,31.7,38.5,%,3347
36001,36001013509,2023,CHD,Coronary heart disease among adults,4.9,4.4,5.5,%,3692
36005,36005001901,2023,BPHIGH,High blood pressure among adults,27.8,25.3,30.3,%,2292
36005,36005028600,2023,CHD,Coronary heart disease among adults,5.2,4.5,5.9,%,1395
36005,36005021001,2023,OBESITY,Obesity among adults,33.7,30.2,37.3,%,8946
36005,36005022404,2023,COPD,Chronic obstructive pulmonary disease among adults,5.9,5.1,6.7,%,4489
36005,36005007900,2023,CHD,Coronary heart disease among adults,7.3,6.4,8.2,%,6826
36005,36005013000,2023,CHD,Coronary heart disease among adults,6.3,5.6,7.1,%,1198
36005,36005005200,2023,CHD,Coronary heart disease among adults,7.0,6.2,7.9,%,2130
36005,36005012701,2023,BPHIGH,High blood pressure among adults,38.4,35.6,41.1,%,2184
36003,36003951100,2023,OBESITY,Obesity among adults,34.8,27.8,42.7,%,3772
36005,36005008300,2023,BPHIGH,High blood pressure among adults,31.1,28.6,33.7,%,6122
36001,36001002300,2023,COPD,Chronic obstructive pulmonary disease among adults,6.8,5.8,7.8,%,2147
36005,36005018302,2023,STROKE,Stroke among adults,3.6,3.3,3.9,%,3686
36005,36005019500,2023,OBESITY,Obesity among adults,37.0,33.1,40.9,%,7509
36005,36005025300,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.7,3.3,4.1,%,6234
36005,36005021501,2023,OBESITY,Obesity among adults,37.0,33.4,40.7,%,4078
36005,36005032600,2023,STROKE,Stroke among adults,3.6,3.3,4.1,%,3494
36005,36005011502,2023,STROKE,Stroke among adults,4.2,3.8,4.7,%,4396
36005,36005002002,2023,COPD,Chronic obstructive pulmonary disease among adults,9.8,8.6,11.2,%,4584
36005,36005021100,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.0,3.6,4.4,%,5822
36001,36001000401,2023,CHD,Coronary heart disease among adults,9.1,7.4,11.6,%,2216
36005,36005033202,2023,CHD,Coronary heart disease among adults,7.6,6.7,8.4,%,4204
36005,36005026500,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.0,3.5,4.4,%,7166
36005,36005021100,2023,STROKE,Stroke among adults,4.5,4.0,5.0,%,5822
36005,36005022800,2023,DIABETES,Diagnosed diabetes among adults,10.0,8.9,11.2,%,6336
36005,36005005002,2023,CSMOKING,Current cigarette smoking among adults,17.5,15.0,20.3,%,6518
36005,36005021002,2023,LPA,No leisure-time physical activity among adults,32.8,29.0,36.7,%,7855
36005,36005024300,2023,OBESITY,Obesity among adults,37.1,33.2,40.9,%,5577
36005,36005035000,2023,LPA,No leisure-time physical activity among adults,26.4,23.0,30.0,%,2284
36005,36005023100,2023,DIABETES,Diagnosed diabetes among adults,15.8,14.0,17.6,%,1464
36005,36005028800,2023,COPD,Chronic obstructive pulmonary disease among adults,5.2,4.3,6.3,%,3055
36005,36005026300,2023,CSMOKING,Current cigarette smoking among adults,11.9,9.9,13.9,%,6788
36005,36005006100,2023,OBESITY,Obesity among adults,31.4,27.9,35.1,%,3444
36005,36005015800,2023,DIABETES,Diagnosed diabetes among adults,14.4,12.8,16.1,%,1442
36005,36005022702,2023,OBESITY,Obesity among adults,36.9,33.1,40.8,%,1634
36005,36005024600,2023,STROKE,Stroke among adults,3.3,2.9,3.7,%,2297
36001,36001013804,2023,STROKE,Stroke among adults,3.2,2.8,3.5,%,3897
36003,36003950402,2023,DIABETES,Diagnosed diabetes among adults,12.9,11.1,14.8,%,1960
36005,36005021002,2023,CSMOKING,Current cigarette smoking among adults,11.3,9.4,13.3,%,7855
36005,36005022401,2023,COPD,Chronic obstructive pulmonary disease among adults,4.7,4.0,5.5,%,2787
36005,36005024000,2023,COPD,Chronic obstructive pulmonary disease among adults,4.0,3.5,4.6,%,4583
36005,36005026601,2023,BPHIGH,High blood pressure among adults,33.2,30.5,35.7,%,3328
36005,36005031900,2023,CHD,Coronary heart disease among adults,7.8,6.4,9.3,%,454
36005,36005005100,2023,OBESITY,Obesity among adults,39.9,36.0,43.8,%,6459
36005,36005033801,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.1,3.7,4.5,%,2337
36001,36001001100,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.6,5.1,6.2,%,1826
36001,36001001500,2023,DIABETES,Diagnosed diabetes among adults,8.1,7.1,9.2,%,4528
36005,36005032300,2023,LPA,No leisure-time physical activity among adults,19.4,16.7,22.2,%,5001
36001,36001013706,2023,OBESITY,Obesity among adults,26.1,22.1,30.4,%,2087
36001,36001014501,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.3,9.4,11.3,%,2703
36005,36005022102,2023,CSMOKING,Current cigarette smoking among adults,15.7,12.9,18.6,%,5457
36005,36005022101,2023,COPD,Chronic obstructive pulmonary disease among adults,4.5,3.7,5.3,%,4001
36001,36001001802,2023,LPA,No leisure-time physical activity among adults,19.4,16.2,23.0,%,3728
36001,36001013507,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.6,6.9,8.4,%,2716
36005,36005023200,2023,CSMOKING,Current cigarette smoking among adults,15.3,13.2,17.7,%,3000
36001,36001014402,2023,CSMOKING,Current cigarette smoking among adults,13.1,10.7,15.8,%,3271
36005,36005015100,2023,LPA,No leisure-time physical activity among adults,43.8,39.9,47.5,%,5957
36005,36005035600,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.8,4.3,5.4,%,2261
36005,36005008500,2023,LPA,No leisure-time physical activity among adults,43.3,39.0,47.6,%,5894
36005,36005016000,2023,OBESITY,Obesity among adults,26.2,22.9,29.4,%,4003
36001,36001013200,2023,CHD,Coronary heart disease among adults,7.5,6.7,8.4,%,3380
36005,36005003100,2023,LPA,No leisure-time physical activity among adults,37.0,32.4,41.6,%,2964
36005,36005030000,2023,BPHIGH,High blood pressure among adults,29.3,26.9,31.8,%,6591
36001,36001014002,2023,STROKE,Stroke among adults,3.1,2.8,3.5,%,4376
36001,36001013400,2023,COPD,Chronic obstructive pulmonary disease among adults,6.8,5.8,8.0,%,2598
36005,36005025500,2023,BPHIGH,High blood pressure among adults,32.0,29.6,34.4,%,8092
36005,36005001902,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.7,3.4,4.1,%,1613
36005,36005006100,2023,LPA,No leisure-time physical activity among adults,28.6,24.5,33.2,%,3444
36005,36005016500,2023,STROKE,Stroke among adults,3.9,3.5,4.4,%,1097
36005,36005001902,2023,CHD,Coronary heart disease among adults,5.9,5.2,6.6,%,1613
36001,36001001400,2023,COPD,Chronic obstructive pulmonary disease among adults,3.2,2.7,3.8,%,3818
36005,36005019500,2023,CSMOKING,Current cigarette smoking among adults,15.3,12.9,17.8,%,7509
36005,36005022200,2023,OBESITY,Obesity among adults,28.5,25.2,31.8,%,3968
36001,36001014611,2023,CHD,Coronary heart disease among adults,4.5,4.0,5.2,%,2260
36005,36005023704,2023,COPD,Chronic obstructive pulmonary disease among adults,7.9,7.0,9.0,%,3970
36005,36005011900,2023,STROKE,Stroke among adults,4.2,3.7,4.7,%,5703
36005,36005017300,2023,COPD,Chronic obstructive pulmonary disease among adults,7.4,6.5,8.3,%,6395
36005,36005023302,2023,CHD,Coronary heart disease among adults,6.4,5.6,7.3,%,3574
36005,36005019400,2023,CHD,Coronary heart disease among adults,5.0,4.5,5.6,%,2022
36005,36005007200,2023,BPHIGH,High blood pressure among adults,30.4,28.0,32.9,%,6291
36005,36005033802,2023,CSMOKING,Current cigarette smoking among adults,14.2,11.9,16.7,%,1737
36001,36001013901,2023,COPD,Chronic obstructive pulmonary disease among adults,6.2,5.1,7.5,%,2396
36005,36005026500,2023,CHD,Coronary heart disease among adults,5.4,4.8,6.2,%,7166
36005,36005032800,2023,DIABETES,Diagnosed diabetes among adults,15.5,14.0,17.1,%,4133
36005,36005009000,2023,OBESITY,Obesity among adults,37.7,34.0,41.4,%,3911
36005,36005014300,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.4,3.9,4.8,%,1898
36005,36005012500,2023,STROKE,Stroke among adults,3.6,3.3,4.0,%,4139
36001,36001000403,2023,LPA,No leisure-time physical activity among adults,20.4,17.3,23.5,%,4418
36001,36001014402,2023,CHD,Coronary heart disease among adults,5.6,4.9,6.3,%,3271
36005,36005007700,2023,COPD,Chronic obstructive pulmonary disease among adults,6.1,5.3,6.8,%,1974
36005,36005022300,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.3,3.9,4.8,%,5063
36005,36005005600,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.9,4.4,5.4,%,2863
36005,36005021800,2023,CHD,Coronary heart disease among adults,6.1,5.4,6.8,%,6610
36005,36005006200,2023,BPHIGH,High blood pressure among adults,38.4,35.8,41.1,%,6769
36001,36001002600,2023,OBESITY,Obesity among adults,38.0,33.2,42.9,%,5179
36005,36005002702,2023,DIABETES,Diagnosed diabetes among adults,18.6,16.7,20.5,%,4995
36005,36005017701,2023,LPA,No leisure-time physical activity among adults,42.3,37.6,46.9,%,4754
36005,36005023501,2023,LPA,No leisure-time physical activity among adults,44.2,39.6,49.3,%,3570
36005,36005016600,2023,DIABETES,Diagnosed diabetes among adults,11.2,9.8,12.6,%,2625
36005,36005002001,2023,STROKE,Stroke among adults,6.1,5.5,6.7,%,5007
36005,36005015900,2023,OBESITY,Obesity among adults,35.3,31.7,39.3,%,2481
36005,36005020502,2023,BPHIGH,High blood pressure among adults,36.7,34.1,39.4,%,2462
36005,36005007800,2023,DIABETES,Diagnosed diabetes among adults,13.7,12.1,15.2,%,7037
36003,36003950700,2023,STROKE,Stroke among adults,4.0,3.6,4.3,%,3575
36001,36001013707,2023,OBESITY,Obesity among adults,27.0,23.0,31.2,%,6066
36005,36005023502,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.9,4.4,5.4,%,4417
36001,36001000600,2023,CSMOKING,Current cigarette smoking among adults,19.6,17.0,22.7,%,3500
36005,36005021200,2023,DIABETES,Diagnosed diabetes among adults,15.5,13.8,17.2,%,6596
36005,36005004100,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.2,3.8,4.6,%,6146
36005,36005007300,2023,CHD,Coronary heart disease among adults,8.2,7.3,9.1,%,4205
36003,36003951202,2023,DIABETES,Diagnosed diabetes among adults,12.9,11.1,14.8,%,2475
36005,36005029700,2023,OBESITY,Obesity among adults,21.7,19.0,24.6,%,4005
36005,36005021200,2023,BPHIGH,High blood pressure among adults,35.9,33.4,38.6,%,6596
36001,36001014700,2023,BPHIGH,High blood pressure among adults,33.8,30.7,37.2,%,2635
36001,36001012800,2023,BPHIGH,High blood pressure among adults,38.3,35.1,41.7,%,3797
36001,36001012900,2023,STROKE,Stroke among adults,4.1,3.6,4.6,%,3931
36005,36005004600,2023,STROKE,Stroke among adults,6.0,5.3,6.7,%,1976
36005,36005008600,2023,BPHIGH,High blood pressure among adults,40.6,38.0,43.2,%,4145
36005,36005028800,2023,BPHIGH,High blood pressure among adults,30.2,27.7,32.7,%,3055
36005,36005005100,2023,DIABETES,Diagnosed diabetes among adults,20.1,18.2,22.1,%,6459
36005,36005026900,2023,COPD,Chronic obstructive pulmonary disease among adults,6.4,5.5,7.2,%,4126
36001,36001001600,2023,STROKE,Stroke among adults,2.1,1.9,2.3,%,4290
36001,36001001803,2023,CSMOKING,Current cigarette smoking among adults,8.4,6.8,10.2,%,3232
36001,36001001600,2023,OBESITY,Obesity among adults,30.9,26.7,35.4,%,4290
36005,36005009800,2023,STROKE,Stroke among adults,3.5,3.1,3.9,%,5903
36001,36001014608,2023,STROKE,Stroke among adults,2.2,2.0,2.5,%,4014
36005,36005022000,2023,LPA,No leisure-time physical activity among adults,48.5,44.1,52.7,%,2511
36003,36003950300,2023,CHD,Coronary heart disease among adults,6.2,5.6,6.9,%,4755
36001,36001013503,2023,DIABETES,Diagnosed diabetes among adults,8.4,7.3,9.7,%,5284
36001,36001013703,2023,OBESITY,Obesity among adults,29.1,24.9,33.5,%,2101
36005,36005031000,2023,OBESITY,Obesity among adults,23.2,20.4,26.1,%,4372
36005,36005018400,2023,STROKE,Stroke among adults,3.1,2.7,3.5,%,4329
36005,36005020100,2023,COPD,Chronic obstructive pulmonary disease among adults,8.5,7.4,9.6,%,4345
36001,36001014615,2023,DIABETES,Diagnosed diabetes among adults,8.3,7.1,9.6,%,2759
36005,36005024700,2023,STROKE,Stroke among adults,3.8,3.3,4.3,%,1921
36005,36005027700,2023,DIABETES,Diagnosed diabetes among adults,15.1,13.4,17.0,%,4968
36005,36005033201,2023,CSMOKING,Current cigarette smoking among adults,10.7,8.9,12.8,%,4103
36001,36001013901,2023,CHD,Coronary heart disease among adults,6.0,5.1,6.8,%,2396
36005,36005024300,2023,DIABETES,Diagnosed diabetes among adults,17.9,16.0,20.0,%,5577
36005,36005024600,2023,CSMOKING,Current cigarette smoking among adults,10.8,9.1,12.7,%,2297
36005,36005036000,2023,BPHIGH,High blood pressure among adults,35.9,33.3,38.6,%,3024
36005,36005008900,2023,LPA,No leisure-time physical activity among adults,41.3,37.1,45.8,%,3118
36005,36005004001,2023,BPHIGH,High blood pressure among adults,30.4,28.0,32.7,%,1739
36001,36001014401,2023,OBESITY,Obesity among adults,31.0,26.7,35.7,%,3985
36005,36005004400,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.0,4.5,5.5,%,4642
36005,36005031400,2023,COPD,Chronic obstructive pulmonary disease among adults,4.6,4.0,5.3,%,2071
36005,36005033601,2023,COPD,Chronic obstructive pulmonary disease among adults,8.9,7.7,10.2,%,4306
36005,36005025500,2023,DIABETES,Diagnosed diabetes among adults,14.8,13.3,16.3,%,8092
36005,36005016900,2023,OBESITY,Obesity among adults,39.7,36.0,43.4,%,1586
36005,36005023703,2023,BPHIGH,High blood pressure among adults,35.5,32.8,38.2,%,5086
36005,36005030202,2023,LPA,No leisure-time physical activity among adults,30.1,26.1,34.1,%,6063
36005,36005034000,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.3,3.9,4.8,%,4858
36001,36001002300,2023,CHD,Coronary heart disease among adults,5.4,4.7,6.1,%,2147
36001,36001000700,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.6,5.0,6.1,%,4196
36001,36001014001,2023,BPHIGH,High blood pressure among adults,33.6,30.5,36.8,%,4200
36001,36001000404,2023,OBESITY,Obesity among adults,17.4,14.5,20.6,%,5194
36005,36005018101,2023,OBESITY,Obesity among adults,33.8,30.1,37.5,%,3299
36001,36001014301,2023,CSMOKING,Current cigarette smoking among adults,11.7,9.5,14.0,%,3005
36005,36005023900,2023,CHD,Coronary heart disease among adults,5.7,5.1,6.4,%,8213
36005,36005005600,2023,STROKE,Stroke among adults,5.2,4.6,5.8,%,2863
